url,collection_number,title,creator,date_range,extent,language_of_materials,repository,sponsor,abstract,physical_description,total_elements,total_items,total_digitised_items,total_searchable
http://nla.gov.au/nla.obj-2973770245/findingaid,MS 10021,Melba Conservatorium collection of Dame Nellie Melba performance scores and related material,Melba Conservatorium of Music,ca. 1887-ca. 1928,0.6 metres (1 medium phase-box),English,Special Collections (Manuscripts),"The National Library of Australia is extremely grateful for the generous support of the Susan and Isaac Wakil Foundation. This has enabled the work of preserving, digitising and publishing material from this collection.",,,0,0,0,1
http://nla.gov.au/nla.obj-3116102322/findingaid,EPH PROMPT.Melbourne Theatre Company,Melbourne Theatre Company : programs and related material collected by the National Library of Australia,,24 January 1978,1 collection,English,Printed Collections,,,Booklet,3,2,0,4
http://nla.gov.au/nla.obj-3053280755/findingaid,EPH Formed Collection 84,Melbourne family collection of classical music programmes,,1931 - 1938,186 items (2 boxes),English,Printed Collections,,,,186,186,0,1
http://nla.gov.au/nla.obj-770254936/findingaid,M716,Memoirs of Sir Dudley De Chair (as filmed by the AJCP),"De Chair, Dudley Rawson Stratford, Sir",1923 - 1930,2 item,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) Online Portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,2,2,2,3
http://nla.gov.au/nla.obj-3116522841/findingaid,EPH GEN.Methodist Church of Australasia,Methodist Church of Australasia : ephemera material collected by the National Library of Australia,,Undated,1 collection,English,Printed Collections,,,Booklet,3,2,0,4
http://nla.gov.au/nla.obj-2939440814/findingaid,MS 3820,"Minutes of evidence and reports, Commonwealth Housing Commission",,1943 - 1944,1.44 metres (8 archives boxes),English,Special Collections (Manuscripts),,,,191,183,0,1
http://nla.gov.au/nla.obj-1127488348/findingaid,M1834-M1839,Miscellaneous Collections held by the Surrey Record Office (as filmed by the AJCP),,1788 - 3 April 1934,105 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,120,104,104,135
http://nla.gov.au/nla.obj-3141231794/findingaid,"EPH PROMPT.Morrison, James (trumpeter)","Morrison, James (trumpeter) : programs and related material collected by the National Library of Australia",,30 October 2022,1 collection,English,Printed Collections,,,Programs and related material.,3,2,0,1
http://nla.gov.au/nla.obj-485105393/findingaid,MS 9402,Music scores and papers of Keith Humble,Keith Humble,1920-2005,32.55 metres (55 ms boxes + 7 cartons + 15 large folio boxes + 6 medium folio boxes + 7 map folios + 558 sound/av carriers + 1 digital carrier),English,Special Collections (Manuscripts),,,,915,878,298,1
http://nla.gov.au/nla.obj-742915506/findingaid,M2395,My life: a record of events and the experience of John Henry Chatterton (as filmed by the AJCP),"Chatterton, John Henry",1835 - 1921,6 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020.
The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,4,4,4,7
http://nla.gov.au/nla.obj-3117635602/findingaid,"EPH GEO/TRAVEL.Nathalia, Victoria","Nathalia, Victoria : geographic ephemera collected by the National Library of Australia",,Undated,1 collection,English,Printed Collections,,,Folders of miscellaneous pieces.,5,3,0,6
http://nla.gov.au/nla.obj-3116426917/findingaid,EPH GEN.National Library of Australia - Collections,National Library of Australia - Collections : ephemera material collected by the National Library of Australia,,1988,1 collection,English,Printed Collections,,,"Booklets, guides, information brochures",3,2,0,4
http://nla.gov.au/nla.obj-3141884890/findingaid,EPHGEN.National Library of Australia - TROVE,National Library of Australia - TROVE : ephemera material collected by the National Library of Australia,,[c. 2016],1 collection,English,Printed Collections,,,"Pens, badges and stick pins, notebook, bookmark, USB stick, jelly beans, a ruler.",13,11,0,14
http://nla.gov.au/nla.obj-1126137759/findingaid,M2709-M2713,Natural History Museum: Autograph Letters and Collections of the General Library (as filmed by the AJCP),British Museum of Natural History. General Library,1809 - 1946,143 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,179,147,147,181
http://nla.gov.au/nla.obj-838068154/findingaid,M2825 - M2830,Natural History Museum: Collections held by the Zoology Library (as filmed by the AJCP),British Museum (Natural History) Zoology Library,1772 - 1966,115 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,157,116,116,177
http://nla.gov.au/nla.obj-1126185309/findingaid,M2643 - M2644,Natural History Museum: Collections of the Coelenterata Section (as filmed by the AJCP),British Museum (Natural History). Coelenterata Section,1903 - 1968,108 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,147,108,108,148
http://nla.gov.au/nla.obj-838058864/findingaid,M2597 - M2598,Natural History Museum: Collections of the Mammals Section (as filmed by the AJCP),Natural History Museum: Collections of the Mammals Section,27 June 1887 - 1984,42 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,339,298,298,341
http://nla.gov.au/nla.obj-838067677/findingaid,M2339 - M2342,Natural History Museum: Collections of the Sub-Department of Ornithology Library (as filmed by the AJCP),British Museum (Natural History). Sub-department of Ornithology Library,1908 - 1986,17 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,42,31,31,46
http://nla.gov.au/nla.obj-838058144/findingaid,M2599-M2610,Natural History Museum: Letters of the Keeper of Zoology Archive (as filmed by the AJCP),British Museum (Natural History). Department of Zoology,1841 - 1973,258 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,1213,1060,1060,1233
http://nla.gov.au/nla.obj-1126186064/findingaid,M2770 - M2771,Natural History Museum: Papers of the Murray Library (as filmed by the AJCP),Natural History Museum. Murray Library,1839 - 1912,94 items,English,Australian Joint Copying Project,"The Australian Joint Copying Project (AJCP) online portal was created with the assistance of the Australian Public Service Modernisation Fund, 2017-2020. The National Library of Australia gratefully acknowledges the contribution of the other foundation AJCP partners, the State Library of New South Wales and The National Archives of the UK, and all other organisations which supported the work of the AJCP, the world's most extensive collaborative copying project, operating from 1948 to 1997.",,,107,82,82,109
